orderDate_SK,orderDate_NK,order_calendarYear,order_calendarQuarter,order_calendarMonth,order_calendarWeek,order_calendarDay,order_fiscalYear,order_fiscalQuarter,order_fiscalMonth,order_fiscalWeek,order_fiscalDay
2056,2010-07-20,2010,3,07,3,20,2010,3,07,3,20
2057,2010-07-21,2010,3,07,3,21,2010,3,07,3,21
2058,2010-07-22,2010,3,07,4,22,2010,3,07,4,22
2059,2010-07-23,2010,3,07,4,23,2010,3,07,4,23
2060,2010-07-24,2010,3,07,4,24,2010,3,07,4,24
2061,2010-07-25,2010,3,07,4,25,2010,3,07,4,25
2062,2010-07-26,2010,3,07,4,26,2010,3,07,4,26
2063,2010-07-27,2010,3,07,4,27,2010,3,07,4,27
2064,2010-07-28,2010,3,07,4,28,2010,3,07,4,28
2065,2010-07-29,2010,3,07,5,29,2010,3,07,5,29
2066,2010-07-30,2010,3,07,5,30,2010,3,07,5,30
2067,2010-07-31,2010,3,07,5,31,2010,3,07,5,31
2068,2010-08-01,2010,3,08,1,01,2010,3,08,1,01
2069,2010-08-02,2010,3,08,1,02,2010,3,08,1,02
2070,2010-08-03,2010,3,08,1,03,2010,3,08,1,03
2071,2010-08-04,2010,3,08,1,04,2010,3,08,1,04
2072,2010-08-05,2010,3,08,1,05,2010,3,08,1,05
2073,2010-08-06,2010,3,08,1,06,2010,3,08,1,06
2074,2010-08-07,2010,3,08,1,07,2010,3,08,1,07
2075,2010-08-08,2010,3,08,2,08,2010,3,08,2,08
2076,2010-08-09,2010,3,08,2,09,2010,3,08,2,09
2077,2010-08-10,2010,3,08,2,10,2010,3,08,2,10
2078,2010-08-11,2010,3,08,2,11,2010,3,08,2,11
2079,2010-08-12,2010,3,08,2,12,2010,3,08,2,12
2080,2010-08-13,2010,3,08,2,13,2010,3,08,2,13
2081,2010-08-14,2010,3,08,2,14,2010,3,08,2,14
2082,2010-08-15,2010,3,08,3,15,2010,3,08,3,15
2083,2010-08-16,2010,3,08,3,16,2010,3,08,3,16
2084,2010-08-17,2010,3,08,3,17,2010,3,08,3,17
2085,2010-08-18,2010,3,08,3,18,2010,3,08,3,18
2086,2010-08-19,2010,3,08,3,19,2010,3,08,3,19
2087,2010-08-20,2010,3,08,3,20,2010,3,08,3,20
2088,2010-08-21,2010,3,08,3,21,2010,3,08,3,21
2089,2010-08-22,2010,3,08,4,22,2010,3,08,4,22
2090,2010-08-23,2010,3,08,4,23,2010,3,08,4,23
2091,2010-08-24,2010,3,08,4,24,2010,3,08,4,24
2092,2010-08-25,2010,3,08,4,25,2010,3,08,4,25
2093,2010-08-26,2010,3,08,4,26,2010,3,08,4,26
2094,2010-08-27,2010,3,08,4,27,2010,3,08,4,27
2095,2010-08-28,2010,3,08,4,28,2010,3,08,4,28
2096,2010-08-29,2010,3,08,5,29,2010,3,08,5,29
2097,2010-08-30,2010,3,08,5,30,2010,3,08,5,30
2098,2010-08-31,2010,3,08,5,31,2010,3,08,5,31
2099,2010-09-01,2010,3,09,1,01,2010,3,09,1,01
2100,2010-09-02,2010,3,09,1,02,2010,3,09,1,02
2101,2010-09-03,2010,3,09,1,03,2010,3,09,1,03
2102,2010-09-04,2010,3,09,1,04,2010,3,09,1,04
2103,2010-09-05,2010,3,09,1,05,2010,3,09,1,05
2104,2010-09-06,2010,3,09,1,06,2010,3,09,1,06
2105,2010-09-07,2010,3,09,1,07,2010,3,09,1,07
2106,2010-09-08,2010,3,09,2,08,2010,3,09,2,08
2107,2010-09-09,2010,3,09,2,09,2010,3,09,2,09
2108,2010-09-10,2010,3,09,2,10,2010,3,09,2,10
2109,2010-09-11,2010,3,09,2,11,2010,3,09,2,11
2110,2010-09-12,2010,3,09,2,12,2010,3,09,2,12
2111,2010-09-13,2010,3,09,2,13,2010,3,09,2,13
2112,2010-09-14,2010,3,09,2,14,2010,3,09,2,14
2113,2010-09-15,2010,3,09,3,15,2010,3,09,3,15
2114,2010-09-16,2010,3,09,3,16,2010,3,09,3,16
2115,2010-09-17,2010,3,09,3,17,2010,3,09,3,17
2116,2010-09-18,2010,3,09,3,18,2010,3,09,3,18
2117,2010-09-19,2010,3,09,3,19,2010,3,09,3,19
2118,2010-09-20,2010,3,09,3,20,2010,3,09,3,20
2119,2010-09-21,2010,3,09,3,21,2010,3,09,3,21
2120,2010-09-22,2010,3,09,4,22,2010,3,09,4,22
2121,2010-09-23,2010,3,09,4,23,2010,3,09,4,23
2122,2010-09-24,2010,3,09,4,24,2010,3,09,4,24
2123,2010-09-25,2010,3,09,4,25,2010,3,09,4,25
2124,2010-09-26,2010,3,09,4,26,2010,3,09,4,26
2125,2010-09-27,2010,3,09,4,27,2010,3,09,4,27
2126,2010-09-28,2010,3,09,4,28,2010,3,09,4,28
2127,2010-09-29,2010,3,09,5,29,2010,3,09,5,29
2128,2010-09-30,2010,3,09,5,30,2010,3,09,5,30
2129,2010-10-01,2010,4,10,1,01,2010,4,10,1,01
2130,2010-10-02,2010,4,10,1,02,2010,4,10,1,02
2131,2010-10-03,2010,4,10,1,03,2010,4,10,1,03
2132,2010-10-04,2010,4,10,1,04,2010,4,10,1,04
2133,2010-10-05,2010,4,10,1,05,2010,4,10,1,05
2134,2010-10-06,2010,4,10,1,06,2010,4,10,1,06
2135,2010-10-07,2010,4,10,1,07,2010,4,10,1,07
2136,2010-10-08,2010,4,10,2,08,2010,4,10,2,08
2137,2010-10-09,2010,4,10,2,09,2010,4,10,2,09
2138,2010-10-10,2010,4,10,2,10,2010,4,10,2,10
2139,2010-10-11,2010,4,10,2,11,2010,4,10,2,11
2140,2010-10-12,2010,4,10,2,12,2010,4,10,2,12
2141,2010-10-13,2010,4,10,2,13,2010,4,10,2,13
2142,2010-10-14,2010,4,10,2,14,2010,4,10,2,14
2143,2010-10-15,2010,4,10,3,15,2010,4,10,3,15
2144,2010-10-16,2010,4,10,3,16,2010,4,10,3,16
2145,2010-10-17,2010,4,10,3,17,2010,4,10,3,17
2146,2010-10-18,2010,4,10,3,18,2010,4,10,3,18
2147,2010-10-19,2010,4,10,3,19,2010,4,10,3,19
2148,2010-10-20,2010,4,10,3,20,2010,4,10,3,20
2149,2010-10-21,2010,4,10,3,21,2010,4,10,3,21
2150,2010-10-22,2010,4,10,4,22,2010,4,10,4,22
2151,2010-10-23,2010,4,10,4,23,2010,4,10,4,23
2152,2010-10-24,2010,4,10,4,24,2010,4,10,4,24
2153,2010-10-25,2010,4,10,4,25,2010,4,10,4,25
2154,2010-10-26,2010,4,10,4,26,2010,4,10,4,26
2155,2010-10-27,2010,4,10,4,27,2010,4,10,4,27
2156,2010-10-28,2010,4,10,4,28,2010,4,10,4,28
2157,2010-10-29,2010,4,10,5,29,2010,4,10,5,29
2158,,,,,,,,,,,
